WHO_Code,ADM0NAME,DateReport1,epiWeek,NewCases,NewDeaths,TotalCases,TotalDeaths
BAN,Bangladesh,10/06/2020,2020-24,3190,37,74865,1012
BAN,Bangladesh,11/06/2020,2020-24,3187,37,78052,1049
BAN,Bangladesh,12/06/2020,2020-24,3471,46,81523,1095
BAN,Bangladesh,13/06/2020,2020-24,2856,44,84379,1139
BAN,Bangladesh,14/06/2020,2020-24,3141,32,87520,1171
BAN,Bangladesh,15/06/2020,2020-25,3099,38,90619,1209
BAN,Bangladesh,16/06/2020,2020-25,3862,53,94481,1262
BAN,Bangladesh,17/06/2020,2020-25,4008,43,98489,1305
BAN,Bangladesh,18/06/2020,2020-25,3803,38,102292,1343
BAN,Bangladesh,19/06/2020,2020-25,3243,45,105535,1388
BAN,Bangladesh,20/06/2020,2020-25,3240,37,108775,1425
BAN,Bangladesh,21/06/2020,2020-25,3531,39,112306,1464
BAN,Bangladesh,22/06/2020,2020-26,3480,38,115786,1502
BAN,Bangladesh,23/06/2020,2020-26,3412,43,119198,1545
BAN,Bangladesh,24/06/2020,2020-26,3462,37,122660,1582
BAN,Bangladesh,25/06/2020,2020-26,3946,39,126606,1621
BAN,Bangladesh,26/06/2020,2020-26,3868,40,130474,1661
BAN,Bangladesh,27/06/2020,2020-26,3504,34,133978,1695
BAN,Bangladesh,28/06/2020,2020-26,3809,43,137787,1738
BAN,Bangladesh,29/06/2020,2020-27,4014,45,141801,1783
BAN,Bangladesh,30/06/2020,2020-27,3682,64,145483,1847
BAN,Bangladesh,01/07/2020,2020-27,3775,41,149258,1888
BAN,Bangladesh,02/07/2020,2020-27,4019,38,153277,1926
BAN,Bangladesh,03/07/2020,2020-27,3114,42,156391,1968
BAN,Bangladesh,04/07/2020,2020-27,3288,29,159679,1997
BAN,Bangladesh,05/07/2020,2020-27,2738,55,162417,2052
BAN,Bangladesh,06/07/2020,2020-28,3201,44,165618,2096
BAN,Bangladesh,07/07/2020,2020-28,3027,55,168645,2151
BAN,Bangladesh,08/07/2020,2020-28,3489,46,172134,2197
BAN,Bangladesh,09/07/2020,2020-28,3360,41,175494,2238
BAN,Bangladesh,10/07/2020,2020-28,2949,37,178443,2275
BAN,Bangladesh,11/07/2020,2020-28,2686,30,181129,2305
BAN,Bangladesh,12/07/2020,2020-28,2666,47,183795,2352
BAN,Bangladesh,13/07/2020,2020-29,3099,39,186894,2391
BAN,Bangladesh,14/07/2020,2020-29,3163,33,190057,2424
BAN,Bangladesh,15/07/2020,2020-29,3533,33,193590,2457
BAN,Bangladesh,16/07/2020,2020-29,2733,39,196323,2496
BAN,Bangladesh,17/07/2020,2020-29,3034,51,199357,2547
BAN,Bangladesh,18/07/2020,2020-29,2709,34,202066,2581
BAN,Bangladesh,19/07/2020,2020-29,2459,37,204525,2618
BAN,Bangladesh,20/07/2020,2020-30,2928,50,207453,2668
BAN,Bangladesh,21/07/2020,2020-30,3057,41,210510,2709
BAN,Bangladesh,22/07/2020,2020-30,2744,42,213254,2751
BAN,Bangladesh,23/07/2020,2020-30,2856,50,216110,2801
BAN,Bangladesh,24/07/2020,2020-30,2548,35,218658,2836
BAN,Bangladesh,25/07/2020,2020-30,2520,38,221178,2874
